523098967605645312	T15111258	negative	If she handles blood samples in a way that she could get ebola
522954308623798272	T15111265	neutral	@LOHANTHONY Can I please have a follow
519964638780620800	T15111267	neutral	Is the news about Netflix and Kunle Afolayan's October 1 true?
523053123213217792	T15111272	positive	guysss is it true that selena's album is gonna be released on november 24th omggg
523080229825568768	T15111274	positive	Jermaine Pennant scored a hat-trick in the 1st match of Arsenal's 49 match unbeaten run. Perhaps even more unbelievable than the run itself.
519964931471720449	T15111280	neutral	@ineffablewaters: Is the news about Netflix and Kunle Afolayan's October 1 true? Wooaaah did dey say Netflix bought it?
522879848566382592	T15111282	neutral	I just had a dance party by myself to green day while my roommate just sat there minding her own business. We are on that level now.
521432341558743041	T15111288	positive	Some electro glam rock to get you through Monday. Apes &amp; Androids: Blood Moon https://t.co/jWYrrk5Qza
523064410835673089	T15111291	positive	Is it true that Selena's new album comes out on November 24th!!!!!! I can't wait
523095981517455360	T15111294	positive	@KeylinkLtd 12 days of Christmas! On the 8th day it has to be @Callebaut_ENG new choc stars! http://t.co/bfdvr5t3uT http://t.co/5qwZ0vycbl
523096567172300800	T15111295	negative	My mama paying for that dumb ass hulu shxt she may as well get netflix.
522943097207267329	T15111297	neutral	Just realized that I attributed what's my age again to green day on monday when it's obvi blink 182. This is what sobriety does to a woman.
519572874147803136	T15111300	positive	So far
523101968089493504	T15111306	positive	@SharedJoint2013 Aside going to the hockey viewing partying tonight
523100173439094784	T15111308	positive	We will cap our fall season with the Halloween game on Sunday at 1pm!
521355041794322433	T15111309	neutral	My Sun
523100178317074432	T15111310	positive	FYI Friday! Halloween is right around the corner! Keep your pets safe with these helpful tips from ASPCA.... http://t.co/Vucr8TGOIw
522786809592709120	T15111312	positive	Wear your most verdacious attire with pride tomorrow - celebrate Go Green Day #gogreenday http://t.co/btmfolHWza @sizeofwales
522690970132160512	T15111315	neutral	@martinwhittle19 Arsenal v Leeds United
522960120683429889	T15111318	negative	Kobe Bryant smiling as he re-enters the game with the Lakers losing 91-63 in the 4th quarter. Probably insanity settling in.
522967838378573824	T15111320	neutral	#Baltimore #Job 2nd Shift Operations Leader - Baltimore PDC at Toyota (Baltimore
521333609526222848	T15111323	neutral	Here's the full game story
520426882853249024	T15111325	positive	Sunday in Atlanta
519946804851654656	T15111331	positive	Kunle Afolayan did a good job with "October 1st "
523081783886503937	T15111333	neutral	Selena's greatest hits album is set to come out November 24th and it's called 'For You'.
523100519532085248	T15111334	neutral	There have been ZERO cases of ebola in the whole of Nigeria for well over a month yet someone died of ebola last FRIDAY in Texas
523101293788016640	T15111337	neutral	It's the FINAL day to get your #tickets for our Annual Gala on Sat.! Join us &amp; follow along online with #RethinkingHunger #nyc...
522970761372643328	T15111338	positive	Gala @canoebrewpub Sunday Oct 19 7-10
522888416317300737	T15111342	positive	Toyota hybrids alias heavy demand credits-grease the palm in front of january 1st: MeKupvjcm
523077912229314561	T15111344	negative	@Sally_Ann1 @TMNTMovie I may have been watching old episodes on Netflix as we endure the never ending wait for it to be released !
522503433320804354	T15111346	positive	New event! Join us Nov 6 in Atlanta
523081121849163776	T15111348	negative	We're playing Hull tomorrow and Arsenal haven't put a picture of the FA Cup on the programme cover. Chance missed.
522670671445622784	T15111350	neutral	It's almost time for the new FT50 to reveal itself. We launch the new car tomorrow at Toyota Racing New Zealand.... http://t.co/u54o4tRgAx
523059196334723072	T15111353	positive	The 2nd season of Arrow is on Netflix now though! Time to binge watch it.
523101194966011906	T15111355	neutral	Ebola nurse may have been sick before taking the plane
522932052828508161	T15111357	neutral	#Kobe #NBA #Lakers Kobe Bryant
522769601642254336	T15111358	neutral	Toyota hybrids but keep busy credits-buy up in the past december 1st: vmplplfDr
522967830644264961	T15111359	neutral	#Job #Baltimore 2nd Shift Operations Leader - Baltimore PDC at Toyota (Baltimore
523088196645969920	T15111360	neutral	For the first time in about 4 months
523096430551252992	T15111363	positive	@NStauskas11 Its been a good year for you "@TV_Exposed: Every episode of Friends is coming to Netflix on January 1st http://t.co/4O5aXj38dm"
523082509362270208	T15111365	neutral	I'll just stay in &amp; watch Netflix &amp; then just go out tomorrow.
522424817249955840	T15111366	positive	@FootballRamble Brian McDermott say "there's never a bad day when your in charge of Leeds United" on soccer sat! #worstdayofmylife
522942525683032065	T15111373	positive	the thing I'm most jealous of ab Miley is that she got rapped ab by Jay...nearly marrying Liam is a close 2nd
522806824542953472	T15111378	neutral	[Peter sat up and jumped out of the Toyota
523100023689838592	T15111380	neutral	On October 17
523080822254239745	T15111381	positive	Thank god PL football is back tomorrow. Cannot wait for the Arsenal game even if we are playing with a fraud defence
522941449063895040	T15111385	positive	How to get over a breakup: Watch Gilmore Girls. After Lorelai's 2nd or 3rd breakup
523098869291184128	T15111387	positive	Girls Frosh Volleyball hosts Alton Freshman Invitational tonight and tomorrow at AHS.  Play begins at 4:30pm this afternoon.  Go Redbirds!!!
523086911309504517	T15111389	neutral	With Arsenal in the middle of a major injury crisis
522826616981184512	T15111391	negative	I just sat here and watch @stephenasmith  snap about Kobe Bryant  I'm too done @RealSkipBayless  should know better
523092541441581056	T15111394	positive	Such a lovely table decoration for a special night!!! May you smell Christmas?? http://t.co/5JZYDHnu3E
522893407409029120	T15111397	neutral	picking up my rolldawg from LAX tonight
523000812264386560	T15111398	neutral	Selena' new album will be released on 24 November. Information goes
520444447264235521	T15111399	positive	Nollywood rising with October 1: Kunle Afolayan is the most important ambassador the Nigerian government does ... http://t.co/i9crXJWtpU
522900832426422272	T15111402	positive	by @phxspotter Southwest 737-8H4 getting ready to fire up its CFM56's. I'm so excited about going to LAX saturday... http://t.co/4px1lcwQpU
520001584298995712	T15111404	neutral	@AaronCampz Welbeck 2nd goal vs Galatasaray had that been RVP do you think he gets away?
522935640124841984	T15111406	positive	I think I'll do a Niall spam now but that will be the last one for tonight I'll continue with Liam and Zayn tomorrow #EMABiggestFans1D
523099670214897664	T15111409	negative	@KTHopkins  Shutup you fat inbred hypocritical slut. I hope you and everyone who works for the sun get Ebola. You fat pig.
523061180102094848	T15111412	neutral	Join Toyota at iGEM this Sunday. On display is the Concept Car FT-Bh. Want to know more? Click here: http://t.co/ihbPC1fBkf
523082563942748160	T15111413	neutral	Steve Bruce will overlook his returning internationals if they show signs of fatigue ahead of Hull City's clash with Arsenal on Saturday.
522814062326190080	T15111416	neutral	Going in at five tomorrow morning just for an hour earlier finish. Things I do for Leeds United... and my liver.
523096988355538944	T15111417	negative	if Selena will release the single next Monday with Taylor's new song she can kiss #1 on iTunes goodbye
522959383459028992	T15111423	positive	I love how my tweet about the game tomorrow is now being retweeted/Favorited by a bunch of AHS students and even a SCHS student #EAGLENATION
521702104965316608	T15111425	negative	@curtdozier agreed. But another SEC loss makes it awfully hard for the Tigers to play in the Georgia Dome on Dec. 6. Two more: lights out
523097120606552064	T15111430	neutral	Aaand @tigerdirect is 1st to break the seal on Christmas marketing this year. Should have guessed from the ppl who brought u "cyber monday"
523088418864386048	T15111433	negative	Arsenal's season is a mess. They're losing the battle for their favourite 4th place position
519643916086177792	T15111436	positive	October 1
522950388249804800	T15111441	positive	Special gala at work tomorrow. Gonna be a busy day... #timetosleep
523099073310519296	T15111445	neutral	going down to SG on 31st................Scape has a Halloween event on that day..  ....halloween..
523076102202601472	T15111446	negative	@SPINSouthWest still havnt got my 6months netflix subscription from the 28th of august....
521019255811088384	T15111448	positive	@9thWonderMusic Big brother 9th! U gonna check out that Bears vs. Falcons game down there in the Georgia Dome 2morrow in Atlanta? #DABEARS
523079858994155520	T15111450	negative	OMG #mufc play on monday night football
520988247351382016	T15111453	neutral	Blood Moon: Blood Moons: Decoding the Imminent Heavenly Signs: "The sun shall be turned into darkness
522946925591801857	T15111455	positive	i am so excited for tomorrow's gala its gonna be awesome like everyone are going to be dressed super chic i feel like an adult
522959907574657024	T15111466	negative	Down 27
521512971831226368	T15111469	neutral	After the Blood Moon comes the Pumpkin Sun http://t.co/rnycXfGB7p via @gmanews
523082814925721600	T15111471	positive	@TheAmazingSMG: Selena's greatest hits album is set to come out November 24th and it's called 'For You'. I SCREAMED
519173232252182529	T15111473	positive	In October 1
523054066507603968	T15111480	positive	Black Friday week is going to be crazy. Iggy
523056723691446272	T15111482	neutral	i think i'm going to spend the rest of my friday night watching netflix
522883719015964672	T15111483	positive	At midnight on a Friday night I just realised Melissa McCarthy is the adorable friend on Gilmore Girls...mind blown.
522902188662591489	T15111486	neutral	References 3.   Just the Facts June 25
520218184842899456	T15111489	positive	Come and watch the future Bees this Saturday as the Youth Team take on Leeds United at Jersey Road at 11am.  Then... http://t.co/tq981PjuNX
523028281423962112	T15111490	neutral	Selena's greatest hits album is set to come out November 24th
518220514138267649	T15111491	neutral	The Coast Guard has ended its search for a third man who was on a boat that sank near the entrance to the Sakonnet River on Thursday night.
522979431267450880	T15111492	negative	Still haven't watched the 2nd episode of AHS yet dear lord
523093148369969154	T15111495	positive	Such a lovely table decoration for a special night!!! May you smell Christmas??  #London #HR #jobs #recruiter http://t.co/uETv4yt56u
523098227504324608	T15111498	negative	Aside from the CL final of 05
520491197312532480	T15111500	neutral	@WestHam_Central looks like we may sell Borg to either Fenerbahce
520248229892751360	T15111503	neutral	#Millwall fan group's campaign to end the voucher scheme for trip to Leeds United in February - see tomorrow's South London Press
522960140652544000	T15111504	negative	February 8th: Cleveland 147
522978506654121984	T15111507	positive	@DTSB16 I could prattle on about 90s music all night long. Radio Head
522892172677611520	T15111509	negative	I may or may not have been watching Gilmore Girls for the past 3 hours. I may also have burnt all the water out of my pot of carrots. #ooops
522926909496516609	T15111514	positive	Why am I only just watching @MissSaigonUK 25th anniversary Gala now? Can't wait to come back to the uk to watch it again in the new year!!!
523100351650492416	T15111519	neutral	In an exclusive extract from Amy Lawrences new book
522267916817817601	T15111520	positive	LOOK: Move over Blood Moon
522652384489508865	T15111524	neutral	#ThrowbackThursday: our weekly dive into the Toyota archives: Every Thursday we take a look ... http://t.co/Rn3xSyCDEd #toyota #usedcars
523068810513743872	T15111525	negative	if twaimz vines himself dropping ass to the AHS freakshow song every Wednesday im content
519934521513623552	T15111531	neutral	Leeds United take to the field against Valletta of Malta in Uefa Cup 1st Rnd 1st Leg 19/9/1979!!! http://t.co/Jcxjsf3KoW
520790791824744448	T15111532	positive	@itschappy Also he "Won" his 1st World Heavyweight Championship with some assistance from @TheDeliverer_32 in the Georgia Dome.
523100628055490560	T15111535	negative	Why your hospital may be unable to stop spread the spread of Ebola
522982455444537344	T15111538	positive	If this is where they are today
523087416098177024	T15111541	neutral	Arsenal defensive crisis: Seven players that Arsene Wenger might turn to during the January transfer window http://t.co/XmEYoahq80
522837628052180994	T15111543	neutral	From my recently viewed list I can see my Dad watched the entire 1st season of Gilmore Girls on Netflix yesterday #Dale
523057801774788608	T15111544	positive	Tomorrow is going to be an epic day of football for a few reasons... Firstly because of Galatasaray vs Fenerbahce! http://t.co/mvThevU0G1
519543223849455616	T15111546	neutral	@Mij2004Mij  1st i was fishing 2nd i was talking about the Galatasaray game
522965643482894336	T15111547	neutral	Insomniac was the first Green Day album i heard... '95? i think. i was in 7th grade...
520281009439662080	T15111549	positive	I just finished watching the movie October 1st
523100522677403648	T15111551	positive	We don't just celebrate Halloween on Friday the 31st
523038926781415424	T15111555	neutral	Tomorrow's plan: Climbing with Liam. Homemade mini pizzas for lunch. Hangs with Janet &amp; Dani. Dinner &amp; movie with Liam. Then The Following.
523070886489100288	T15111556	positive	My obsession with American horror story is real 
522766737809219585	T15111560	positive	Happy Thursday! Northshore Toyota has tons of cars in stock with your name on them! Come on by! #CovingtonLA #cardealership #Toyotacars
523096160844926976	T15111562	negative	Why the retail industry may struggle to deliver this Christmas: Vehicle fleets under pressure: http://t.co/sf4Ul5pBE3 http://t.co/kh6cbImufE
522906297940082688	T15111565	negative	Tonight may be the night when I finally expose myself to the Gilmore Girls hysteria
523058472821485568	T15111567	neutral	American Horror Story's third season is out on Monday
520334197571874816	T15111568	positive	Who's ready to rise up with Jett and I this sunday? #riseup @ Atlanta Falcons At Georgia Dome http://t.co/ig3mhwaYh0
523059249254268928	T15111572	negative	@RhysTBB I think it may have been subbed by Bates. "Conor Heffernan discusses the bizzare world of Leeds United owner Massimo Cellini"
523029790933401600	T15111575	neutral	Selena's greatest hits album is set to come out November 24th
522943066408493056	T15111578	positive	#MercedesBenz Ptbo will be completely transformed Nov 1
522986214844936193	T15111582	positive	Kobe Bryant looked like his old self against the Jazz during a 119-86 loss on Thursday
522951879240978432	T15111585	positive	@neverstoptRYANE I miss you too! I'll be at SU sunday to watch the lax game
521401898658955267	T15111588	negative	If I wanted to see a Falcons game I'd go to the Georgia Dome. America's Team should be on television every Sunday.
523089030704295937	T15111590	neutral	Today is Friday which means that I'm 8 hours away from spending the next two days watching Netflix in my PJs.
522878121272283136	T15111591	positive	I've been watching that American Horror Story
522984676017729536	T15111594	positive	they don't have the 2nd episode of AHS on demand so i'm gonna watch the 1st episode again. lmao
522943990564257792	T15111595	neutral	@NolteNC I'm not sure what the protocol would be
522959224469741568	T15111600	negative	@KarenGabrielsen Did you watch the 1st episode of American Horror Story yet so you can understand why I refuse to watch the rest of it ?!?!?
523098767592284160	T15111603	positive	HALLOWEEN TREATS &amp; PRIZES from 27th October - 2nd November Kids get free halloween nail art &amp; sweet with every... http://t.co/wAinc6jt62
523098614571466752	T15111605	neutral	Make plans now to join us in December for Christmas concerts in North Carolina
522994114329972736	T15111607	neutral	Toyota townace-wed on the ex parte lever pertinent to toyota: cEhOd
523098856184381440	T15111608	negative	Obama is a ditherer. (Or you can call him a deep thinker. Both correct.) But for the love of Ebola
523087770794082304	T15111611	positive	10/17 is today right? Yall know that means it's my boy Liam's 2nd birthday. Gotta blast the Bricksquad music for young BRICKSQUAD.
520426647707992064	T15111613	positive	Nollywood rising with October 1  Kunle Afolayan is the most important ambassador the Nigerian government does no... http://t.co/iwSK3GomA0
522934258474950656	T15111616	neutral	@spoonfulofPauly I'm taking my uncle to LAX tomorrow and can't decide if I want to go there or Dunkin Donuts after I trip him off lol.
522801199721238529	T15111617	positive	Looking forward to the Leeds United game tomorrow on Sky sports at 7:30
520894701990604800	T15111619	neutral	Emile Garuba joins Michaela and Jerrilyn in-studio on the #EntertainmentShow to review Kunle Afolayan's latest film
523086293115625472	T15111620	neutral	The color Orange is 50/50 in my mind. 1st the good: Orangutans &amp; the Netflix show. Now the awful: Boehner's face &amp; Trump's hair.
523093230142124032	T15111623	positive	Hnng Pokemon ORAS came out. I told Michael to get it for me for Christmas. I may save him the $30 and buy it sooner ;-;
523097666235142144	T15111628	neutral	So apparently I'm going to Brookie's Halloween party tomorrow....
522977591104663552	T15111630	positive	Just watched the whole 2nd season of AHS in less than 24 hours. I'm not even ashamed.
521542746910515200	T15111632	positive	Movie review: October 1 is a shining example of #Nollywood rising  Kunle Afolayan is the most important ambassad... http://t.co/UqYli9RF14
523014644525711360	T15111636	neutral	Liam and Woody on set of #ByWayofHelena at Florewood State Park in Greenwood
522938990270644225	T15111637	positive	alright that was the last one for tonight I promise I'll do Zayn and Liam spams tomorrow. keep voting! #EMABiggestFans1D
523061071645798400	T15111640	neutral	I'm 20
522804978596184064	T15111644	positive	Kobe Bryant ranked at number 40? #NBARank hope he  proves this ranking wrong. Lots of respect for him! One more reason to wait for Oct 28th.
523098583872978944	T15111646	negative	Happy Friday: A health worker who may have had contact with Ebola is on a frigging cruise ship http://t.co/0v36jxn6BT
522769094450233345	T15111650	positive	I remember in 6th grade when I was in love with Green Day and my mama bought me like all their albums lol she was the real MVP
522998404876894208	T15111653	positive	Sat behind @CoachWalters1 on the flight to LAX tonight. Go Buffs!
521058799751147520	T15111655	positive	Blood moon returns early Wednesday
522907021599723520	T15111657	positive	Chris Hemsworth at LAX
523082238876217345	T15111660	neutral	Selena's greatest hits album is set to come out November 24th and its called "For You". Then she's signed with Interscope Record (finally!)
522763245900562432	T15111662	positive	#boldindenver I may be biased
521638876729716737	T15111665	positive	Am telin you"@Nerdy_Dopey: Kunle Afolayan is under-rated aswear down! October 1 is the movie to watch. #MadeOfBlack"
523101777751576576	T15111668	negative	Well Obama
522893763765489664	T15111672	negative	American Horror Story marathon because I'm going to fail my test tomorrow :)
520234025760616448	T15111675	positive	Kunle Afolayan at his very best with OCTOBER 1....just saw this best ever 9ja movie with @Amaka_Ege ....awesome awesome movie right there.
523061022161383424	T15111679	neutral	Gamlingay Green Day is tomorrow
523097411619942400	T15111683	neutral	Get in the Halloween spirit and back Chill 3rd Edition: A Horror Roleplaying Game
522978884623421440	T15111684	neutral	Might just watch the 3rd season of American Horror Story tonight
523101550378766336	T15111686	positive	Fun Friday! Gobble Gobble .... (I know
523100697752252416	T15111688	neutral	Why don't we just tag on "may have Ebola" any time we refer to someone. "The patriots
522972462313930752	T15111689	neutral	Foto: youarebeingridiculous: Josh Hutcherson at LAX airport - October 16th
523091608242495488	T15111692	positive	Can't wait for tomorrow. #ProperFootball Only problem is my usual pub is showing the Arsenal game instead.
522987427682480128	T15111697	neutral	Go to the AHS football game tomorrow to buy Halloween fun run tickets
520624355320295425	T15111698	negative	Wesley Sneijder has been linked with a free transfer move to Chelsea as he may quit Galatasaray if he is not paid. #CFC
523092785445232641	T15111701	positive	Happy Friday to those who work outside the home and the weekend means something to. Today is 9 Fridays till Christmas. 6 Fridays till Advent
522977938166525952	T15111704	positive	I'm only looking forward to tomorrow when the last bell rings &amp; I can go home &amp; take like a 4 hour nap then watch yesterday's AHS.
522986211476905985	T15111706	positive	#DailyNBA Kobe Bryant looked like his old self against the Jazz during a 119-86 loss on Thursday
522980508821880832	T15111708	positive	About to watch American Horror Story for the 1st time
523100848638148608	T15111712	positive	@idinamenzel I Know it isn't even Halloween but I'm sitting her listening to Holiday Wishesfor the 2nd time. I Absolutely Love it.
522926373195628545	T15111714	positive	I'm excited about @OURrescue Gala tomorrow night in LA. Please financially support @OURrescue -they actually go &amp; rescue children. #teamOUR
521009974747480065	T15111718	positive	AState up 24-0 after the 1st. Doing work in the Georgia Dome!
522962103829688320	T15111721	positive	I'm enjoying American Horror Story as a creepy drama now. I miss the 1st season when it was actually a horror show.
519816186352394240	T15111725	positive	I enjoyed kunle afolayan's latest film October 1st 
523085432465420288	T15111731	neutral	@twelve_pins Coming down to Arsenal v Hull City tomorrow
521638619711537152	T15111733	positive	Kunle Afolayan is under-rated aswear down! October 1 is the movie to watch. #MadeOfBlack
523067244491075584	T15111736	positive	@GloriaEstefan Fab WE Missy! Enjoy the @LatinSongHall Gala tomorrow and @JonSecada 's tribute to you. We are all so proud of you! xoxo
521652805007081472	T15111741	neutral	After the Blood Moon comes the Pumpkin Sun http://t.co/Mt621Rfyyn
522954788670296064	T15111742	negative	I think I may be the only person that thinks AHS is actually awful..
522985064842264577	T15111747	positive	I need to see the 2nd episode of AHS now
519739304164069376	T15111749	positive	Happy man: Kunle Afolayan says the response to 'October 1' has been 'very positive' - YNaija http://t.co/e9c782t8Qe
521967296630509569	T15111752	neutral	@dandeamer @NickAmes82 At the minute Zvezda fans are too busy securing tickets for the basketball vs Galatasaray on Thurs and Derbi on Sat.
523095905369477120	T15111754	positive	Watch Arsenal smash Hull tomorrow with Sanchez hatrick and wilshere assist
522956150938300416	T15111757	negative	jacob im scared af because I just finished the 1st episode of asylum from American horror story
523090837920829440	T15111760	positive	This is streaming on Netflix Saturday November 15th! We'll be watching
523098429158064128	T15111763	neutral	For every Ebola fearing westerner who is concerned about the ever present threat http://t.co/Zyb1s5ti1n
522895465520439298	T15111767	neutral	Should be in LAX 12 hours and 50 min from now
521075300063789056	T15111768	neutral	Blood Moon: Blood Moons: ""The sun shall be turned into darkness
523097361375952896	T15111773	positive	Hamp is calling for a Christmas Market after the success of the Rhode Lane Opening! Interested folks
522797113340481537	T15111776	positive	@espn: Landing at No. 40 on the #NBARank list: Kobe Bryant.  (http://t.co/dkOOOiuZnm) http://t.co/qvBxnLq068 lmao he'll be number 1 by dec
522976511347802112	T15111778	neutral	@islayyou but that's JLO look how Aka did...anyway I'm sure Selena has more than 14k fans who would buy it plus black friday
522437392049778688	T15111781	neutral	Late upload from the Bears game Sunday #beardown @ The Georgia Dome http://t.co/PYjE72VZjb
523086373818236928	T15111782	positive	The official hashtag for the Arsenal vs Hull game tomorrow is #ARSHULL. Lolz
522776555584749568	T15111784	negative	Ugh just learned a Gilmore Girls spoiler. Does it still count as a spoiler if a show has been off the air for the life-span of a 1st grader?
521283787762987008	T15111787	neutral	After the Blood Moon comes the Pumpkin Sun http://t.co/rfuSWtfGxi
523093743931756544	T15111790	positive	Come and join us tomorrow
523100290808287232	T15111793	positive	.@BenJones_1990 That all nighter isn't until 29th NOV.
523101916666937344	T15111794	neutral	Could the U.S. have done more to contain the Ebola virus? http://t.co/lXeuayiPUI
522889237062897664	T15111795	positive	Toyota was named the best automotive brand worldwide for the 11th straight year! http://t.co/pPOSF0A0dr
523101574244347904	T15111797	neutral	A statement carnival cruise made about the Ebola scare. http://t.co/oDZuDIgwcS
518748026773721088	T15111798	negative	Flares!! After all the booing and jeering towards the Galatasaray fans on Wednesday night? Fucking hypocrites @Arsenal #AFCvCFC #Arsenal
523094999802863616	T15111802	neutral	It's October 17th and I just saw a Christmas commercial...
520511183061655553	T15111803	neutral	This ensemble will make its debut this Sunday in the Georgia Dome!  #beardown. #ooohkillem http://t.co/j09b215VLo
523089519310934016	T15111806	neutral	Tickets will be sold at the Dance tomorrow for current AHS students only.  Visitor tickets will already have to be bought and approved.
522779393895059459	T15111807	neutral	I'm dressed as Jan off of the Toyota commercial for work today...
522799421302779905	T15111808	neutral	@ATXChristina Tonight at @TimmyOTooles. Tomorrow we'll start there and bus to Toyota at 2
