No errors
No warnings
269 ms
data source=metars
4649 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KVCT 130704Z AUTO 19003KT 1/4SM FG VV009 14/14 A3001 RMK AO2 T01390139 TSNO,KVCT,2015-03-13T07:04:00Z,28.87,-96.93,13.9,13.9,190,3,,0.25,30.008858,,,TRUE,TRUE,,,TRUE,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,900,METAR,31.0
KAEX 130704Z 16005KT 5SM RA BR SCT008 BKN012 OVC120 19/19 A2994 RMK AO2 P0002 T01940189,KAEX,2015-03-13T07:04:00Z,31.33,-92.57,19.4,18.9,160,5,,5.0,29.940945,,,,TRUE,,,,,,RA BR,SCT,800,BKN,1200,OVC,12000,,,MVFR,,,,,,0.02,,,,,,METAR,27.0
KLSF 130703Z AUTO 09008G18KT 10SM OVC015 16/14 A3027 RMK AO2 CIG 012V018,KLSF,2015-03-13T07:03:00Z,32.32,-84.97,16.0,14.0,90,8,18,10.0,30.268702,,,TRUE,TRUE,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,SPECI,71.0
KBIX 130703Z AUTO 13011KT 7SM R03/5000FT -RA OVC005 21/21 A3008 RMK AO2 OVC V BKN,KBIX,2015-03-13T07:03:00Z,30.42,-88.92,21.0,21.0,130,11,,7.0,30.079725,,,TRUE,TRUE,,,,,,-RA,OVC,500,,,,,,,IFR,,,,,,,,,,,,SPECI,10.0
PAKH 130703Z AUTO 3SM -SN M11/M16 A2964 RMK AO2 TSNO P0000 $,PAKH,2015-03-13T07:03:00Z,56.93,-154.18,-11.0,-16.0,,,,3.0,29.639763,,,TRUE,TRUE,TRUE,,TRUE,,,-SN,,,,,,,,,,,,,,,0.0050,,,,,,SPECI,14.0
KESN 130702Z AUTO 10005KT 10SM CLR 04/M08 A3063 RMK AO2 T00361077,KESN,2015-03-13T07:02:00Z,38.8,-76.07,3.6,-7.7,100,5,,10.0,30.628937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
KTVR 130702Z AUTO 09005KT 10SM SCT016 OVC065 18/17 A3001 RMK AO2 T01830172,KTVR,2015-03-13T07:02:00Z,32.35,-91.03,18.3,17.2,90,5,,10.0,30.008858,,,TRUE,TRUE,,,,,,,SCT,1600,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,26.0
KLVJ 130702Z AUTO 00000KT 4SM BR OVC003 15/14 A2997 RMK AO2 T01500144,KLVJ,2015-03-13T07:02:00Z,29.52,-95.25,15.0,14.4,0,0,,4.0,29.970472,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,12.0
KIOW 130702Z AUTO 00000KT 1 3/4SM BR CLR 04/03 A3024 RMK AO2 T00390033,KIOW,2015-03-13T07:02:00Z,41.63,-91.55,3.9,3.3,0,0,,1.75,30.239174,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,198.0
KFSM 130702Z AUTO 02004KT 4SM BR OVC006 12/11 A3008 RMK AO2 RAE00 P0000 T01220111,KFSM,2015-03-13T07:02:00Z,35.33,-94.37,12.2,11.1,20,4,,4.0,30.079725,,,TRUE,TRUE,,,,,,BR,OVC,600,,,,,,,IFR,,,,,,0.0050,,,,,,METAR,140.0
PAKF 130701Z AUTO 31006KT 4SM -SN SCT020 BKN026 OVC033 M06/M09 A3011 RMK AO2 SLP293 P0000 T10561094 FZRANO $,PAKF,2015-03-13T07:01:00Z,54.85,-163.42,-5.6,-9.4,310,6,,4.0,30.109253,1029.3,,TRUE,TRUE,TRUE,,,TRUE,,-SN,SCT,2000,BKN,2600,OVC,3300,,,MVFR,,,,,,0.0050,,,,,,METAR,6.0
PAIK 130701Z AUTO 00000KT 10SM CLR M31/M34 A3004 RMK AO2 SLP222 T13111344 FZRANO,PAIK,2015-03-13T07:01:00Z,66.98,-160.43,-31.1,-34.4,0,0,,10.0,30.041338,1022.2,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
PASN 130701Z AUTO 14020KT 10SM FEW019 BKN026 OVC070 M03/M07 A3001 RMK AO2 T10281067 TSNO,PASN,2015-03-13T07:01:00Z,57.15,-170.22,-2.8,-6.7,140,20,,10.0,30.008858,,,TRUE,TRUE,,,TRUE,,,,FEW,1900,BKN,2600,OVC,7000,,,MVFR,,,,,,,,,,,,METAR,29.0
KJLN 130701Z AUTO 05004KT 3SM -RA BR SCT005 BKN025 OVC037 11/11 A3014 RMK AO2 P0000 T01060106,KJLN,2015-03-13T07:01:00Z,37.15,-94.5,10.6,10.6,50,4,,3.0,30.138779,,,TRUE,TRUE,,,,,,-RA BR,SCT,500,BKN,2500,OVC,3700,,,MVFR,,,,,,0.0050,,,,,,METAR,299.0
CYTE 130701Z AUTO 26012G21KT 2 1/4SM HZ OVC011 M27/M30 A2989 RMK SLP131,CYTE,2015-03-13T07:01:00Z,64.22,-76.52,-27.0,-30.0,260,12,21,2.25,29.890747,1013.1,,TRUE,,,,,,,HZ,OVC,1100,,,,,,,IFR,,,,,,,,,,,,SPECI,47.0
CYWE 130701Z AUTO 11005KT 2 1/4SM -SN OVC023 M19/M22 A2986 RMK SLP159,CYWE,2015-03-13T07:01:00Z,64.18,-114.08,-19.0,-22.0,110,5,,2.25,29.861221,1015.9,,TRUE,,,,,,,-SN,OVC,2300,,,,,,,IFR,,,,,,,,,,,,SPECI,371.0
YMEK 130701Z AUTO 02016G26KT 9999 // SCT089 35/16 Q1010,YMEK,2015-03-13T07:01:00Z,-26.62,118.55,35.0,16.0,20,16,26,6.21,29.822834,,,TRUE,,,,,,,,SCT,8900,,,,,,,VFR,,,,,,,,,,,,SPECI,522.0
SBGO 130700Z 00000KT 9999 -RA FEW004 OVC100 21/19 Q1015,SBGO,2015-03-13T07:00:00Z,-16.62,-49.22,21.0,19.0,0,0,,6.21,29.970472,,,,,,,,,,-RA,FEW,400,OVC,10000,,,,,VFR,,,,,,,,,,,,METAR,747.0
SBTE 130700Z 34003KT CAVOK 24/24 Q1008,SBTE,2015-03-13T07:00:00Z,-5.03,-42.82,24.0,24.0,340,3,,6.21,29.763779,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,69.0
SBLO 130700Z 17002KT CAVOK 18/// Q1012,SBLO,2015-03-13T07:00:00Z,-23.32,-51.12,,,170,2,,6.21,29.88189,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,570.0
MHCA 130700Z 00000KT 9999 SCT026 22/20 Q1016,MHCA,2015-03-13T07:00:00Z,14.9,-85.78,22.0,20.0,0,0,,6.21,30.0,,,,,,,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,442.0
SBPA 130700Z 04001KT CAVOK 21/20 Q1011,SBPA,2015-03-13T07:00:00Z,-30.0,-51.17,21.0,20.0,40,1,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
WADL 130700Z 32009KT 9000 NSC 29/22 Q1010,WADL,2015-03-13T07:00:00Z,-8.75,116.28,29.0,22.0,320,9,,5.59,29.822834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,97.0
GVBA 130700Z 04010KT 6000 NSC 20/16 Q1013 NOSIG,GVBA,2015-03-13T07:00:00Z,16.13,-22.88,20.0,16.0,40,10,,3.73,29.911417,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,METAR,22.0
SBRF 130700Z 12006KT 9999 FEW023 27/22 Q1010,SBRF,2015-03-13T07:00:00Z,-8.13,-34.92,27.0,22.0,120,6,,6.21,29.822834,,,,,,,,,,,FEW,2300,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
SBFL 130700Z 28004KT 9999 SCT040 23/19 Q1010,SBFL,2015-03-13T07:00:00Z,-27.67,-48.53,23.0,19.0,280,4,,6.21,29.822834,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
SBSL 130700Z 12002KT CAVOK 26/23 Q1008,SBSL,2015-03-13T07:00:00Z,-2.6,-44.22,26.0,23.0,120,2,,6.21,29.763779,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
ZMUB 130700Z 21005G10MPS 140V240 9999 BKN100 02/M12 Q1012 NOSIG RMK QFE652.5 34 MOP,ZMUB,2015-03-13T07:00:00Z,47.83,106.78,2.0,-12.0,210,10,19,6.21,29.88189,,,,,,TRUE,,,,,BKN,10000,,,,,,,VFR,,,,,,,,,,,,METAR,1330.0
GVAC 130700Z 05013KT 8000 NSC 20/15 Q1013 NOSIG,GVAC,2015-03-13T07:00:00Z,16.72,-22.93,20.0,15.0,50,13,,4.97,29.911417,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,METAR,55.0
SVBC 130700Z /////KT 9999 FEW010 25/22 Q1014,SVBC,2015-03-13T07:00:00Z,10.12,-64.67,25.0,22.0,,,,6.21,29.940945,,,,,,,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
SBSV 130700Z 06003KT 9999 BKN015 FEW020TCU 25/23 Q1011 RESHRA,SBSV,2015-03-13T07:00:00Z,-12.9,-38.32,25.0,23.0,60,3,,6.21,29.852362,,,,,,,,,,,BKN,1500,FEW,2000,,,,,MVFR,,,,,,,,,,,,METAR,6.0
LQMO 130700Z 05006KT 340V120 9999 FEW045 08/M02 Q1015,LQMO,2015-03-13T07:00:00Z,43.28,17.83,8.0,-2.0,50,6,,6.21,29.970472,,,,,,,,,,,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,48.0
SBSJ 130700Z 00000KT 5000 BR SCT006 BKN070 21/20 Q1014,SBSJ,2015-03-13T07:00:00Z,-23.22,-45.87,21.0,20.0,0,0,,3.11,29.940945,,,,,,,,,,BR,SCT,600,BKN,7000,,,,,MVFR,,,,,,,,,,,,METAR,646.0
SBBV 130700Z 06012KT CAVOK 24/19 Q1009,SBBV,2015-03-13T07:00:00Z,2.85,-60.7,24.0,19.0,60,12,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,140.0
SVMG 130700Z /////KT 9999 FEW010 25/23 Q1013 NOSIG,SVMG,2015-03-13T07:00:00Z,10.92,-63.97,25.0,23.0,,,,6.21,29.911417,,,,,,TRUE,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
MDST 130700Z 00000KT 9999 SCT016 20/18 Q1018,MDST,2015-03-13T07:00:00Z,19.4,-70.6,20.0,18.0,0,0,,6.21,30.059055,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,184.0
MDSD 130700Z 01004KT 9999 FEW016 20/19 Q1017 NOSIG,MDSD,2015-03-13T07:00:00Z,18.42,-69.67,20.0,19.0,10,4,,6.21,30.029528,,,,,,TRUE,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
MDPC 130700Z 09014KT 9999 FEW018 24/19 Q1016 NOSIG,MDPC,2015-03-13T07:00:00Z,18.57,-68.37,24.0,19.0,90,14,,6.21,30.0,,,,,,TRUE,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
OYSQ 130700Z 03006KT 9999 FEW018 27/19 Q1014,OYSQ,2015-03-13T07:00:00Z,12.62,53.88,27.0,19.0,30,6,,6.21,29.940945,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,45.0
OYAA 130700Z 11014KT 9999 FEW018 SCT025 28/20 Q1014,OYAA,2015-03-13T07:00:00Z,12.83,45.02,28.0,20.0,110,14,,6.21,29.940945,,,,,,,,,,,FEW,1800,SCT,2500,,,,,VFR,,,,,,,,,,,,METAR,3.0
OJAI 130700Z 00000KT 5000 BR NSC 08/07 Q1021 NOSIG,OJAI,2015-03-13T07:00:00Z,31.72,36.0,8.0,7.0,0,0,,3.11,30.147638,,,,,,TRUE,,,,BR,,,,,,,,,,,,,,,,,,,,,METAR,730.0
SBCG 130700Z 06012KT 9999 FEW035 21/17 Q1011,SBCG,2015-03-13T07:00:00Z,-20.47,-54.67,21.0,17.0,60,12,,6.21,29.852362,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,567.0
FDMS 130700Z 00000KT 9999 SCT050 22/16 Q1018 NOSIG,FDMS,2015-03-13T07:00:00Z,-26.52,31.3,22.0,16.0,0,0,,6.21,30.059055,,,,,,TRUE,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,641.0
FDSK 130700Z 02006KT 9999 SCT040 BKN060 21/20 Q1016 NOSIG,FDSK,2015-03-13T07:00:00Z,-26.35,31.72,21.0,20.0,20,6,,6.21,30.0,,,,,,TRUE,,,,,SCT,4000,BKN,6000,,,,,VFR,,,,,,,,,,,,METAR,324.0
MPTO 130700Z 00000KT 9999 FEW020 26/22 Q1009 NOSIG,MPTO,2015-03-13T07:00:00Z,9.05,-79.37,26.0,22.0,0,0,,6.21,29.793306,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,45.0
SPZO 130700Z 00000KT 9999 FEW020 SCT040 BKN100 10/07 Q1031 RMK PP000,SPZO,2015-03-13T07:00:00Z,-13.55,-71.97,10.0,7.0,0,0,,6.21,30.442913,,,,,,,,,,,FEW,2000,SCT,4000,BKN,10000,,,VFR,,,,,,,,,,,,METAR,3249.0
SPTN 130700Z 33003KT CAVOK 20/16 Q1011 RMK PP000,SPTN,2015-03-13T07:00:00Z,-18.07,-70.28,20.0,16.0,330,3,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,458.0
SPSO 130700Z 29003KT 9999 FEW025 SCT100 23/21 Q1008 RMK PP000,SPSO,2015-03-13T07:00:00Z,-13.73,-76.22,23.0,21.0,290,3,,6.21,29.763779,,,,,,,,,,,FEW,2500,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,10.0
SPRU 130700Z 11007KT 9000 SCT120 OVC140 22/19 Q1008 RMK PP000,SPRU,2015-03-13T07:00:00Z,-8.08,-79.12,22.0,19.0,110,7,,5.59,29.763779,,,,,,,,,,,SCT,12000,OVC,14000,,,,,VFR,,,,,,,,,,,,METAR,30.0
SPQU 130700Z VRB02KT 9999 SCT100 13/11 Q1023 RMK PP000,SPQU,2015-03-13T07:00:00Z,-16.33,-71.57,13.0,11.0,0,2,,6.21,30.206694,,,,,,,,,,,SCT,10000,,,,,,,VFR,,,,,,,,,,,,METAR,2554.0
SPQT 130700Z 00000KT CAVOK 24/23 Q1008 RMK PP000,SPQT,2015-03-13T07:00:00Z,-3.78,-73.32,24.0,23.0,0,0,,6.21,29.763779,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,126.0
SPHI 130700Z 19007KT CAVOK 24/20 Q1009 RMK PP000,SPHI,2015-03-13T07:00:00Z,-6.77,-79.82,24.0,20.0,190,7,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,34.0
LDOS 130700Z 30011KT 5000 -RA BR BKN013 OVC033 03/03 Q1018,LDOS,2015-03-13T07:00:00Z,45.47,18.82,3.0,3.0,300,11,,3.11,30.059055,,,,,,,,,,-RA BR,BKN,1300,OVC,3300,,,,,MVFR,,,,,,,,,,,,METAR,89.0
LDRI 130700Z 34006KT 300V030 CAVOK 05/M05 Q1019,LDRI,2015-03-13T07:00:00Z,45.22,14.57,5.0,-5.0,340,6,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,85.0
LDZD 130700Z VRB01KT 9999 FEW050 06/01 Q1018 NOSIG,LDZD,2015-03-13T07:00:00Z,44.1,15.37,6.0,1.0,0,1,,6.21,30.059055,,,,,,TRUE,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,84.0
LDZA 130700Z VRB01KT CAVOK 05/M00 Q1020 NOSIG,LDZA,2015-03-13T07:00:00Z,45.72,16.07,5.0,0.0,0,1,,6.21,30.11811,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107.0
LDDU 130700Z 04012KT 360V110 CAVOK 09/M05 Q1014 BECMG 22007KT,LDDU,2015-03-13T07:00:00Z,42.57,18.27,9.0,-5.0,40,12,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,165.0
LDPL 130700Z 04004KT CAVOK 06/M01 Q1019 NOSIG,LDPL,2015-03-13T07:00:00Z,44.88,13.92,6.0,-1.0,40,4,,6.21,30.088583,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,63.0
LDSP 130700Z VRB03KT CAVOK 08/M01 Q1018 NOSIG,LDSP,2015-03-13T07:00:00Z,43.52,16.3,8.0,-1.0,0,3,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
SPCL 130700Z 06005KT 9999 SCT020 25/24 Q1009 RMK PP000,SPCL,2015-03-13T07:00:00Z,-8.38,-74.58,25.0,24.0,60,5,,6.21,29.793306,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,149.0
HSSS 130700Z 33015KT 4000M BLSA 25/M05 Q1012 NOSIG,HSSS,2015-03-13T07:00:00Z,15.58,32.53,25.0,-5.0,330,15,,2.49,29.88189,,,,,,TRUE,,,,BLSA,,,,,,,,,,,,,,,,,,,,,METAR,380.0
ORBI 130700Z 33010KT 9000 NSC 16/08 Q1018 NOSIG,ORBI,2015-03-13T07:00:00Z,33.27,44.23,16.0,8.0,330,10,,5.59,30.059055,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,METAR,35.0
SKSP 130700Z 08006KT 9999 FEW018 27/23 A2985,SKSP,2015-03-13T07:00:00Z,12.57,-81.72,27.0,23.0,80,6,,6.21,29.84941,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,-2.0
SKRG 130700Z 00000KT 9999 SCT012 SCT080 14/13 A3021,SKRG,2015-03-13T07:00:00Z,6.17,-75.42,14.0,13.0,0,0,,6.21,30.209646,,,,,,,,,,,SCT,1200,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,2137.0
SKCG 130700Z VRB02KT 8000 NSC 24/22 A2969 RMK HZ,SKCG,2015-03-13T07:00:00Z,10.43,-75.52,24.0,22.0,0,2,,4.97,29.68996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1.0
SKCL 130700Z VRB02KT 9999 SCT020 SCT090 21/20 A2988,SKCL,2015-03-13T07:00:00Z,3.53,-76.37,21.0,20.0,0,2,,6.21,29.878937,,,,,,,,,,,SCT,2000,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,969.0
SKBQ 130700Z 05009KT CAVOK 25/22 A2970,SKBQ,2015-03-13T07:00:00Z,10.9,-74.77,25.0,22.0,50,9,,6.21,29.698818,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
SKBO 130700Z 05004KT 9999 FEW030 SCT250 10/09 A3025,SKBO,2015-03-13T07:00:00Z,4.7,-74.12,10.0,9.0,50,4,,6.21,30.250984,,,,,,,,,,,FEW,3000,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,2548.0
KVKS 130700Z AUTO 12006KT 10SM SCT015 BKN020 BKN025 20/19 A3001 RMK A01,KVKS,2015-03-13T07:00:00Z,,,20.0,19.0,120,6,,10.0,30.008858,,,TRUE,TRUE,,,,,,,SCT,1500,BKN,2000,BKN,2500,,,MVFR,,,,,,,,,,,,SPECI,
RJAA 130700Z 14009KT 9999 FEW030 12/M01 Q1015 WS R16L NOSIG,RJAA,2015-03-13T07:00:00Z,35.77,140.37,12.0,-1.0,140,9,,6.21,29.970472,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,44.0
AGGH 130700Z 29010KT 9999 FEW017 FEW018CB OVC300 27/24 Q1002,AGGH,2015-03-13T07:00:00Z,-9.42,160.05,27.0,24.0,290,10,,6.21,29.586615,,,,,,,,,,,FEW,1700,FEW,1800,OVC,30000,,,VFR,,,,,,,,,,,,METAR,9.0
FDJR 130700Z AUTO 01004G31KT //// // ////// 22/14 Q1018,FDJR,2015-03-13T07:00:00Z,-27.17,31.43,22.0,14.0,10,4,31,,30.059055,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,701.0
OYAT 130700Z 13009KT CAVOK 28/06 Q1021,OYAT,2015-03-13T07:00:00Z,14.55,46.83,28.0,6.0,130,9,,6.21,30.147638,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1039.0
